,from_name,to_name,type,to_replace,timestamp,datetime,datetime_date,datetime_time
31,Transfusion,transfusion,category,"{'V_1': 2, 'V_2': 1}",,False,,
32,WholeBlood,whole_blood,boolean,,,False,,
33,RBC,rbc,boolean,,,False,,
34,Platelets,platelets,boolean,,,False,,
35,FFP,ffp,boolean,,,False,,
36,Cryoprecipitate,cryoprecipitate,boolean,,,False,,
37,Crystalloid,crystalloid,boolean,,,False,,
38,NasalPacking,nasal_packing,boolean,,,False,,
39,GumPacking,gum_packing,boolean,,,False,,
40,Compression,compression,boolean,,,False,,
41,OtherIntervention,other_intervention,string,,,False,,
42,CNS,cns,category,"{True: 1, False: 2, None: None}",,False,,
43,DateCNS,date_cns,datetime64[ns],,,True,,
44,SignCNS,sign_cns,category,"{'V_1': 2, 'V_2': 1}",,False,,
45,LowerGCS,lower_gcs,category,"{'V_1': 2, 'V_2': 1}",,False,,
46,GcsE,gcs_e,category,"{'V_1': 1, 'V_2': 4, 'V_3': 3}",,False,,
47,GcsV,gcs_v,category,"{'V_1': 1, 'V_2': 4, 'V_3': 5}",,False,,
48,GcsM,gcs_m,category,"{'V_1': 1, 'V_2': 2, 'V_3': 4, 'V_4': 5}",,False,,
49,GcsUnknown,gcs_unknown,boolean,,,False,,
50,Agitated,agitated,category,"{'V_1': 2, 'V_2': 1}",,False,,
51,LiverInvol,liver_invol,category,"{True: 1, False: 2, None: None}",,False,,
52,DateLiverInvol,date_liverinvol,datetime64[ns],,,True,,
53,Jaundice,jaundice,category,"{'V_1': 2, 'V_2': 1}",,False,,
54,LiverAcute,liver_acute,category,"{'V_1': 2, 'V_2': 1}",,False,,
55,RespDistress,resp_distress,category,"{True: 1, False: 2, None: None}",,False,,
56,DateResp,date_resp,datetime64[ns],,,True,,
57,PleuEffusion,pleu_effusion,boolean,,,False,,
58,Ascites,ascites,boolean,,,False,,
59,PulEdema,pul_edema,boolean,,,False,,
60,RespUnknown,resp_unknown,boolean,,,False,,
61,OtherResp,other_resp,category,"{'V_1': 'TRÀN KHÍ MÀNG PHỔI, VIÊM PHỔI NẶNG', 'V_2': 'TỔN THƯƠNG ĐÁY PHỔI '}",,False,,
62,Impairment,impairment,category,"{True: 1, False: 2, None: None}",,False,,
63,DateImpair,date_impair,datetime64[ns],,,True,,
64,ImpairDesc,impair_desc,category,"{'V_1': 'HỘI CHỨNG THỰC BÀO MÁU', 'V_2': 'SUY THẬN'}",,False,,
65,ParentFluid,parent_fluid,category,"{True: 1, False: 2, None: None}",,False,,
66,HighHCT,high_hct,boolean,,,False,,
67,Vomiting,vomiting,boolean,,,False,,
68,Anoraxia,anoraxia,boolean,,,False,,
69,Dehydration,dehydration,boolean,,,False,,
70,FLUnknown,flunknown,boolean,,,False,,
71,FLDesc,fldesc,string,,,False,,
72,DateFluid,date_fluid,datetime64[ns],,,True,,
73,FirstCrystalloid,first_crystalloid,Int64,,,False,,
74,FirstColloid,first_colloid,Int64,,,False,,
75,SecondCrystalloid,second_crystalloid,Int64,,,False,,
76,SecondColloid,second_colloid,Int64,,,False,,
77,ThirdCrystalloid,third_crystalloid,category,"{'V_1': 0, 'V_2': 500, 'V_3': 423}",,False,,
78,ThirdColloid,third_colloid,Int64,,,False,,
79,NoPlt,no_plt,Int64,,,False,,
80,LowestPlt,lowest_plt,Int64,,,False,,
81,DayLowestPlt,day_lowestplt,Int64,,,False,,
82,NoHct,no_hct,Int64,,,False,,
83,HighestHct,highest_hct,Int64,,,False,,
84,DayHighestHct,day_highesthct,Int64,,,False,,
85,Outcome,outcome,category,"{'V_0': 1, 'V_1': 4, 'V_2': 2, 'V_3': 3}",,False,,
86,Reason,reason,string,,,False,,
87,DateDisDeath,date_disdeath,datetime64[ns],,,True,,
88,ICDCode,icdcode,string,,,False,,
89,FloodSampleDate,flood_sampledate,datetime64[ns],,,True,,
90,entry,entry,category,"{True: 1, False: 2, None: None}",,False,,
