,from_name,to_name,type,to_replace,timestamp,datetime,datetime_date,datetime_time
42,JointPainYes,joint_painyes,category,"{'V_0': 1, 'V_2': 2}",,False,,
43,JointPainDate,joint_paindate,datetime64[ns],,,True,,
44,JointPainTime,joint_paintime,category,"{'V_1': '18:00', 'V_2': '19:00', 'V_3': '20:00'}",,False,,
45,MusclePain,muscle_pain,category,"{'V_0': 1, 'V_1': 2}",,False,,
46,MusclePainYes,muscle_painyes,category,"{'V_0': 1, 'V_2': 2}",,False,,
47,MusclePainDate,muscle_paindate,datetime64[ns],,,True,,
48,MusclePainTime,muscle_paintime,category,"{'V_1': '19:00', 'V_2': '20:00'}",,False,,
49,RetroPain,retro_pain,category,"{'V_0': 1, 'V_1': 2}",,False,,
50,RetroPainDate,retro_paindate,datetime64[ns],,,True,,
51,RetroPainTime,retro_paintime,category,"{'V_0': '05:00', 'V_2': '19:00'}",,False,,
52,FeelingFaint,feeling_faint,category,"{'V_0': 1, 'V_1': 2}",,False,,
53,FeelingFaintDate,feeling_faintdate,datetime64[ns],,,True,,
54,FeelingFaintTime,feeling_fainttime,category,"{'V_1': '18:30', 'V_2': '19:00', 'V_3': '18:00', 'V_4': '20:00'}",,False,,
55,SkinRash,skin_rash,category,"{'V_0': 2, 'V_1': 1}",,False,,
56,SkinDescribe,skin_describe,string,,,False,,
57,SkinFlush,skin_flush,category,"{'V_0': 1, 'V_1': 2}",,False,,
58,Lymphad,lymphad,category,"{'V_0': 2, 'V_2': 1}",,False,,
59,LymphadSpec,lymphad_spec,category,{'V_1': 1},,False,,
60,ConInjection,con_injection,category,"{'V_0': 1, 'V_1': 2}",,False,,
61,PhaInjection,pha_injection,category,"{'V_0': 2, 'V_1': 1}",,False,,
62,Rhinitis,rhinitis,category,"{'V_0': 2, 'V_2': 1}",,False,,
63,ClinicalShock,clinical_shock,category,"{'V_0': 2, 'V_1': 1}",,False,,
64,Oedema,oedema,category,"{'V_0': 2, 'V_2': 1}",,False,,
65,ResDistress,res_distress,category,"{'V_0': 2, 'V_1': 1}",,False,,
66,PleuralEffusion,pleural_effusion,category,"{'V_0': 2, 'V_1': 1}",,False,,
67,RalesCrakles,rales_crakles,category,"{'V_0': 2, 'V_1': 1}",,False,,
68,Jaundice,jaundice,category,{'V_0': 2},,False,,
69,AbdTenderness,abd_tenderness,category,"{'V_0': 2, 'V_1': 1}",,False,,
70,Ascites,ascites,category,"{'V_0': 2, 'V_1': 1}",,False,,
71,LiverPal,liver_pal,category,"{'V_0': 2, 'V_1': 1}",,False,,
72,IfPal1,if_pal1,category,"{'V_1': 2, 'V_2': 1}",,False,,
73,SpleenPal,spleen_pal,category,{'V_0': 2},,False,,
74,IfPal2,if_pal2,category,{},,False,,
75,Lethargy,lethargy,category,"{'V_0': 2, 'V_2': 1}",,False,,
76,Restlessness,restlessness,category,"{'V_0': 2, 'V_1': 1}",,False,,
77,Meningism,meningism,category,{'V_0': 2},,False,,
78,Convulsions,convulsions,category,{'V_0': 2},,False,,
79,NeurologyAbn,neurology_abn,category,{'V_0': 2},,False,,
80,Bleeding,bleeding,category,"{'V_0': 1, 'V_1': 2}",,False,,
81,Bruising,bruising,boolean,,,False,,
82,Petechiae,petechiae,boolean,,,False,,
83,GumBleeding,gum_bleeding,boolean,,,False,,
84,NoseBleeding,nose_bleeding,boolean,,,False,,
85,Hematemesis,hematemesis,boolean,,,False,,
86,Melaena,melaena,boolean,,,False,,
87,Hematuria,hematuria,boolean,,,False,,
88,UnusuaVeg,unusua_veg,boolean,,,False,,
89,OtherPlaces,other_places,category,"{'V_1': 'RIGHT KNEE', 'V_2': 'HEMORRHOID', 'V_3': 'BLEEDING EYE SCLERA'}",,False,,
90,IsBleedCliSevere,is_bleedcli_severe,category,{'V_0': 2},,False,,
91,AnyNote,any_note,category,{},,False,,
92,entry,entry,category,"{True: 1, False: 2, None: None}",,False,,
93,0,date_joint_pain,datetime64[ns],,,True,JointPainDate,JointPainTime
94,1,date_retro_pain,datetime64[ns],,,True,RetroPainDate,RetroPainTime
95,2,date_feeling_faint,datetime64[ns],,,True,FeelingFaintDate,FeelingFaintTime
96,3,date_diarrhoea,datetime64[ns],,,True,DiarrhoeaDate,DiarrhoeaTime
97,4,date_ab_pain,datetime64[ns],,,True,AbPainDate,AbPainTime
98,5,date_cough,datetime64[ns],,,True,CoughDate,CoughTime
99,6,date_chill,datetime64[ns],,,True,ChillDate,ChillTime
100,7,date_muscle_pain,datetime64[ns],,,True,MusclePainDate,MusclePainTime
101,8,date_vomiting,datetime64[ns],,,True,VomitingDate,VomitingTime
102,9,date_headache,datetime64[ns],,,True,HeadacheDate,HeadacheTime
