,dtypes,%nan,count,unique,mean,std,min,25%,50%,75%,max,categories
parental_fluid_volume,Int64,99.81294964028777,26,13,1112.0384615384614,1468.4017292490291,100.0,100.0,300.0,1689.75,4750.0,
peripheral_perfusion,boolean,99.9568345323741,6,1,,,,,,,,True (6) | nan (13894)
petechiae,boolean,78.12949640287769,3040,2,,,,,,,,False (1833) | True (1207) | nan (10860)
pharyngeal,boolean,78.15107913669064,3037,2,,,,,,,,False (2692) | True (345) | nan (10863)
pleural_effusion,boolean,0.0,13900,2,,,,,,,,False (13880) | True (20)
plt,Float64,68.66187050359713,4356,486,126.02063820018364,97.83918778773368,3.0,59.0,101.0,158.0,619.0,
pregnant,boolean,0.0,13900,2,,,,,,,,False (8320) | True (5580)
pulse,Int64,76.14388489208633,3316,50,91.15500603136309,9.14238512103496,61.0,86.0,90.0,96.0,140.0,
rales_crackles,boolean,78.13669064748201,3039,2,,,,,,,,False (3034) | True (5) | nan (10861)
rehydration,boolean,99.8273381294964,24,2,,,,,,,,False (23) | True (1) | nan (13876)
respiratory_distress,boolean,0.0,13900,2,,,,,,,,False (13887) | True (13)
respiratory_rate,Int64,76.18705035971223,3310,13,20.506948640483383,1.1822884751453187,15.0,20.0,20.0,20.0,28.0,
restlessness,boolean,78.14388489208633,3038,2,,,,,,,,False (3036) | True (2) | nan (10862)
rhinitis,boolean,78.13669064748201,3039,2,,,,,,,,False (2976) | True (63) | nan (10861)
sbp,Float64,76.14388489208633,3316,15,101.79387816646562,8.629308607109692,80.0,100.0,100.0,110.0,150.0,
shock,boolean,0.0,13900,2,,,,,,,,False (13623) | True (277)
shock_multiple,boolean,0.0,13900,1,,,,,,,,False (13900)
skin_flush,boolean,0.0,13900,2,,,,,,,,False (11884) | True (2016)
skin_rash,boolean,0.0,13900,2,,,,,,,,False (11451) | True (2449)
sore_throat,boolean,98.64748201438849,188,1,,,,,,,,True (188) | nan (13712)
spleen_palpation,boolean,78.13669064748201,3039,1,,,,,,,,False (3039) | nan (10861)
tck,Float64,83.98561151079136,2226,306,38.596046720575075,6.823288778720735,21.3,33.8,37.8,42.2,88.1,
tenderness,boolean,95.22302158273381,664,2,,,,,,,,False (575) | True (89) | nan (13236)
tq,Float64,83.9568345323741,2230,68,12.561793721973084,1.1398300631905391,10.3,11.9,12.4,13.0,40.3,
ultrasound,boolean,95.35251798561151,646,1,,,,,,,,True (646) | nan (13254)
ultrasound_ascites,boolean,95.35251798561151,646,2,,,,,,,,False (567) | True (79) | nan (13254)
ultrasound_gall_bladder,boolean,95.35251798561151,646,2,,,,,,,,False (525) | True (121) | nan (13254)
ultrasound_hepatomegaly,boolean,95.35251798561151,646,2,,,,,,,,False (512) | True (134) | nan (13254)
ultrasound_normal,boolean,95.35251798561151,646,2,,,,,,,,False (316) | True (330) | nan (13254)
ultrasound_other,boolean,95.35251798561151,646,2,,,,,,,,False (372) | True (274) | nan (13254)
ultrasound_pericardial_effusion,boolean,95.35251798561151,646,1,,,,,,,,False (646) | nan (13254)
ultrasound_pleural_effusion,boolean,95.35251798561151,646,2,,,,,,,,False (599) | True (47) | nan (13254)
uterus_tender,boolean,93.33093525179856,927,2,,,,,,,,False (921) | True (6) | nan (12973)
vagina_loss,boolean,93.29496402877697,932,2,,,,,,,,False (902) | True (30) | nan (12968)
vomiting,Int64,45.00719424460432,7644,2,0.9764521193092621,0.1516455948217503,0.0,1.0,1.0,1.0,1.0,0.0 (180) | 1.0 (7464) | nan (6256)
vomiting_level,Int64,97.25179856115108,382,3,1.3036649214659686,0.5039863898246391,1.0,1.0,1.0,2.0,3.0,1.0 (274) | 2.0 (100) | 3.0 (8) | nan (13518)
wbc,Float64,68.65467625899281,4357,998,5.1404601790222655,2.5517452481337313,0.72,3.2,4.8,6.6,24.25,
weight,Float64,0.0,13900,67,52.63906474820144,8.527032334900973,34.0,46.0,52.0,58.0,93.0,
